raw_sentence,tokens,tokens_no_stop,stemmed,lemmatized
"Hazlitt was a clear writer, and his analysis of fallacious economic thought is very informative.","['hazlitt', 'was', 'a', 'clear', 'writer', 'and', 'his', 'analysis', 'of', 'fallacious', 'economic', 'thought', 'is', 'very', 'informative']","['hazlitt', 'clear', 'writer', 'analysis', 'fallacious', 'economic', 'thought', 'informative']","['hazlitt', 'clear', 'writer', 'analysi', 'fallaci', 'econom', 'thought', 'inform']","['hazlitt', 'clear', 'writer', 'analysis', 'fallacious', 'economic', 'thought', 'informative']"
You don't have to be a student of Economics - this is a book that can benefit every reader.,"['you', 'dont', 'have', 'to', 'be', 'a', 'student', 'of', 'economics', 'this', 'is', 'a', 'book', 'that', 'can', 'benefit', 'every', 'reader']","['dont', 'student', 'economics', 'book', 'benefit', 'every', 'reader']","['dont', 'student', 'econom', 'book', 'benefit', 'everi', 'reader']","['dont', 'student', 'economics', 'book', 'benefit', 'every', 'reader']"
I just wish more of our politicians had read this book.,"['i', 'just', 'wish', 'more', 'of', 'our', 'politicians', 'had', 'read', 'this', 'book']","['wish', 'politicians', 'read', 'book']","['wish', 'politician', 'read', 'book']","['wish', 'politician', 'read', 'book']"
"This book is a wonderful illustration of the simple (so simple they go unnoticed) principles of a market economy and the many fallacies of adding socialism to the mix.I could have easily given this 4.5 stars, but I didn't have the option.","['this', 'book', 'is', 'a', 'wonderful', 'illustration', 'of', 'the', 'simple', 'so', 'simple', 'they', 'go', 'unnoticed', 'principles', 'of', 'a', 'market', 'economy', 'and', 'the', 'many', 'fallacies', 'of', 'adding', 'socialism', 'to', 'the', 'mixi', 'could', 'have', 'easily', 'given', 'this', 'stars', 'but', 'i', 'didnt', 'have', 'the', 'option']","['book', 'wonderful', 'illustration', 'simple', 'simple', 'go', 'unnoticed', 'principles', 'market', 'economy', 'many', 'fallacies', 'adding', 'socialism', 'mixi', 'could', 'easily', 'given', 'stars', 'didnt', 'option']","['book', 'wonder', 'illustr', 'simpl', 'simpl', 'go', 'unnot', 'principl', 'market', 'economi', 'mani', 'fallaci', 'ad', 'social', 'mixi', 'could', 'easili', 'given', 'star', 'didnt', 'option']","['book', 'wonderful', 'illustration', 'simple', 'simple', 'go', 'unnoticed', 'principle', 'market', 'economy', 'many', 'fallacy', 'adding', 'socialism', 'mixi', 'could', 'easily', 'given', 'star', 'didnt', 'option']"
The only thing that kept me from giving it 5 was that Hazlitt partially caves in about halfway through the book on the topic of unions.,"['the', 'only', 'thing', 'that', 'kept', 'me', 'from', 'giving', 'it', 'was', 'that', 'hazlitt', 'partially', 'caves', 'in', 'about', 'halfway', 'through', 'the', 'book', 'on', 'the', 'topic', 'of', 'unions']","['thing', 'kept', 'giving', 'hazlitt', 'partially', 'caves', 'halfway', 'book', 'topic', 'unions']","['thing', 'kept', 'give', 'hazlitt', 'partial', 'cave', 'halfway', 'book', 'topic', 'union']","['thing', 'kept', 'giving', 'hazlitt', 'partially', 'cave', 'halfway', 'book', 'topic', 'union']"
Unions are tantamount to coersion and have no place in a market economy.,"['unions', 'are', 'tantamount', 'to', 'coersion', 'and', 'have', 'no', 'place', 'in', 'a', 'market', 'economy']","['unions', 'tantamount', 'coersion', 'place', 'market', 'economy']","['union', 'tantamount', 'coersion', 'place', 'market', 'economi']","['union', 'tantamount', 'coersion', 'place', 'market', 'economy']"
"I think beyond the fact that Hazlitt produces a succinct and well-argued explanation for why free markets are the best arrangements in economic relationships, what is really wonderful is reading the screeds of those readers that he pisses off!","['i', 'think', 'beyond', 'the', 'fact', 'that', 'hazlitt', 'produces', 'a', 'succinct', 'and', 'wellargued', 'explanation', 'for', 'why', 'free', 'markets', 'are', 'the', 'best', 'arrangements', 'in', 'economic', 'relationships', 'what', 'is', 'really', 'wonderful', 'is', 'reading', 'the', 'screeds', 'of', 'those', 'readers', 'that', 'he', 'pisses', 'off']","['think', 'beyond', 'fact', 'hazlitt', 'produces', 'succinct', 'wellargued', 'explanation', 'free', 'markets', 'best', 'arrangements', 'economic', 'relationships', 'really', 'wonderful', 'reading', 'screeds', 'readers', 'pisses']","['think', 'beyond', 'fact', 'hazlitt', 'produc', 'succinct', 'wellargu', 'explan', 'free', 'market', 'best', 'arrang', 'econom', 'relationship', 'realli', 'wonder', 'read', 'screed', 'reader', 'piss']","['think', 'beyond', 'fact', 'hazlitt', 'produce', 'succinct', 'wellargued', 'explanation', 'free', 'market', 'best', 'arrangement', 'economic', 'relationship', 'really', 'wonderful', 'reading', 'screed', 'reader', 'piss']"
Read the rabid ranting temper tantrum of the one reader who amazingly was accepted to the University of Chicago and you can see how ideas that actually support free thought and productive profitable endeavors drive lunatics like this crazy - its awesome!!,"['read', 'the', 'rabid', 'ranting', 'temper', 'tantrum', 'of', 'the', 'one', 'reader', 'who', 'amazingly', 'was', 'accepted', 'to', 'the', 'university', 'of', 'chicago', 'and', 'you', 'can', 'see', 'how', 'ideas', 'that', 'actually', 'support', 'free', 'thought', 'and', 'productive', 'profitable', 'endeavors', 'drive', 'lunatics', 'like', 'this', 'crazy', 'its', 'awesome']","['read', 'rabid', 'ranting', 'temper', 'tantrum', 'one', 'reader', 'amazingly', 'accepted', 'university', 'chicago', 'see', 'ideas', 'actually', 'support', 'free', 'thought', 'productive', 'profitable', 'endeavors', 'drive', 'lunatics', 'like', 'crazy', 'awesome']","['read', 'rabid', 'rant', 'temper', 'tantrum', 'one', 'reader', 'amazingli', 'accept', 'univers', 'chicago', 'see', 'idea', 'actual', 'support', 'free', 'thought', 'product', 'profit', 'endeavor', 'drive', 'lunat', 'like', 'crazi', 'awesom']","['read', 'rabid', 'ranting', 'temper', 'tantrum', 'one', 'reader', 'amazingly', 'accepted', 'university', 'chicago', 'see', 'idea', 'actually', 'support', 'free', 'thought', 'productive', 'profitable', 'endeavor', 'drive', 'lunatic', 'like', 'crazy', 'awesome']"
This dork probably marches against the WTO.,"['this', 'dork', 'probably', 'marches', 'against', 'the', 'wto']","['dork', 'probably', 'marches', 'wto']","['dork', 'probabl', 'march', 'wto']","['dork', 'probably', 'march', 'wto']"
"Economics in One Lesson elucidates the basic principles of Economics in a simple, understandable language.","['economics', 'in', 'one', 'lesson', 'elucidates', 'the', 'basic', 'principles', 'of', 'economics', 'in', 'a', 'simple', 'understandable', 'language']","['economics', 'one', 'lesson', 'elucidates', 'basic', 'principles', 'economics', 'simple', 'understandable', 'language']","['econom', 'one', 'lesson', 'elucid', 'basic', 'principl', 'econom', 'simpl', 'understand', 'languag']","['economics', 'one', 'lesson', 'elucidates', 'basic', 'principle', 'economics', 'simple', 'understandable', 'language']"
"If you are just starting out on economics, I would recommend this as your first book.","['if', 'you', 'are', 'just', 'starting', 'out', 'on', 'economics', 'i', 'would', 'recommend', 'this', 'as', 'your', 'first', 'book']","['starting', 'economics', 'would', 'recommend', 'first', 'book']","['start', 'econom', 'would', 'recommend', 'first', 'book']","['starting', 'economics', 'would', 'recommend', 'first', 'book']"
College Textbooks will bore you and treatise like Human Action by L.W.,"['college', 'textbooks', 'will', 'bore', 'you', 'and', 'treatise', 'like', 'human', 'action', 'by', 'lw']","['college', 'textbooks', 'bore', 'treatise', 'like', 'human', 'action', 'lw']","['colleg', 'textbook', 'bore', 'treatis', 'like', 'human', 'action', 'lw']","['college', 'textbook', 'bore', 'treatise', 'like', 'human', 'action', 'lw']"
"Mises are pretty hard for a beginner.Also, be sure to give this book to your children.","['mises', 'are', 'pretty', 'hard', 'for', 'a', 'beginneralso', 'be', 'sure', 'to', 'give', 'this', 'book', 'to', 'your', 'children']","['mises', 'pretty', 'hard', 'beginneralso', 'sure', 'give', 'book', 'children']","['mise', 'pretti', 'hard', 'beginneralso', 'sure', 'give', 'book', 'children']","['mises', 'pretty', 'hard', 'beginneralso', 'sure', 'give', 'book', 'child']"
"Schools don't teach economics, a most important of subjects.With that said, I would like to comment on many 1 star reviews.","['schools', 'dont', 'teach', 'economics', 'a', 'most', 'important', 'of', 'subjectswith', 'that', 'said', 'i', 'would', 'like', 'to', 'comment', 'on', 'many', 'star', 'reviews']","['schools', 'dont', 'teach', 'economics', 'important', 'subjectswith', 'said', 'would', 'like', 'comment', 'many', 'star', 'reviews']","['school', 'dont', 'teach', 'econom', 'import', 'subjectswith', 'said', 'would', 'like', 'comment', 'mani', 'star', 'review']","['school', 'dont', 'teach', 'economics', 'important', 'subjectswith', 'said', 'would', 'like', 'comment', 'many', 'star', 'review']"
Notice how they don't comment on the content of the book.,"['notice', 'how', 'they', 'dont', 'comment', 'on', 'the', 'content', 'of', 'the', 'book']","['notice', 'dont', 'comment', 'content', 'book']","['notic', 'dont', 'comment', 'content', 'book']","['notice', 'dont', 'comment', 'content', 'book']"
"Economics is a Science, and it is better to put away your Political Glasses when studying it.","['economics', 'is', 'a', 'science', 'and', 'it', 'is', 'better', 'to', 'put', 'away', 'your', 'political', 'glasses', 'when', 'studying', 'it']","['economics', 'science', 'better', 'put', 'away', 'political', 'glasses', 'studying']","['econom', 'scienc', 'better', 'put', 'away', 'polit', 'glass', 'studi']","['economics', 'science', 'better', 'put', 'away', 'political', 'glass', 'studying']"
"Economics in One Lesson is another great ""must read"" book.","['economics', 'in', 'one', 'lesson', 'is', 'another', 'great', 'must', 'read', 'book']","['economics', 'one', 'lesson', 'another', 'great', 'must', 'read', 'book']","['econom', 'one', 'lesson', 'anoth', 'great', 'must', 'read', 'book']","['economics', 'one', 'lesson', 'another', 'great', 'must', 'read', 'book']"
"Like Bastiat's ""The Law,"" it is short and sweet.","['like', 'bastiats', 'the', 'law', 'it', 'is', 'short', 'and', 'sweet']","['like', 'bastiats', 'law', 'short', 'sweet']","['like', 'bastiat', 'law', 'short', 'sweet']","['like', 'bastiats', 'law', 'short', 'sweet']"
"At the same time, it clearly explains the basic fundamentals of economics.Considering the stupid and abusive actions that are rampant in Congress, state legislatures, county commissions and city councils, the overwhelming majority of these so-called 'leaders' are utterly ignorant.Don't you be one of them.Buy and read Economics in One Lesson.Then call up your politicians and give them an earful.","['at', 'the', 'same', 'time', 'it', 'clearly', 'explains', 'the', 'basic', 'fundamentals', 'of', 'economicsconsidering', 'the', 'stupid', 'and', 'abusive', 'actions', 'that', 'are', 'rampant', 'in', 'congress', 'state', 'legislatures', 'county', 'commissions', 'and', 'city', 'councils', 'the', 'overwhelming', 'majority', 'of', 'these', 'socalled', 'leaders', 'are', 'utterly', 'ignorantdont', 'you', 'be', 'one', 'of', 'thembuy', 'and', 'read', 'economics', 'in', 'one', 'lessonthen', 'call', 'up', 'your', 'politicians', 'and', 'give', 'them', 'an', 'earful']","['time', 'clearly', 'explains', 'basic', 'fundamentals', 'economicsconsidering', 'stupid', 'abusive', 'actions', 'rampant', 'congress', 'state', 'legislatures', 'county', 'commissions', 'city', 'councils', 'overwhelming', 'majority', 'socalled', 'leaders', 'utterly', 'ignorantdont', 'one', 'thembuy', 'read', 'economics', 'one', 'lessonthen', 'call', 'politicians', 'give', 'earful']","['time', 'clearli', 'explain', 'basic', 'fundament', 'economicsconsid', 'stupid', 'abus', 'action', 'rampant', 'congress', 'state', 'legislatur', 'counti', 'commiss', 'citi', 'council', 'overwhelm', 'major', 'socal', 'leader', 'utterli', 'ignorantdont', 'one', 'thembuy', 'read', 'econom', 'one', 'lessonthen', 'call', 'politician', 'give', 'ear']","['time', 'clearly', 'explains', 'basic', 'fundamental', 'economicsconsidering', 'stupid', 'abusive', 'action', 'rampant', 'congress', 'state', 'legislature', 'county', 'commission', 'city', 'council', 'overwhelming', 'majority', 'socalled', 'leader', 'utterly', 'ignorantdont', 'one', 'thembuy', 'read', 'economics', 'one', 'lessonthen', 'call', 'politician', 'give', 'earful']"
"Sure, a few of the specific examples cited 60+ years ago are no longer relevant today, but the basic lessons are absolutely and permanently valid and need more than ever to be understood by at least a majority of the voting public.The sad fact is that Americans can go through the entire public school system and ""higher education"" without learning the first thing about economic science (while getting bombarded with self-serving economic propaganda).","['sure', 'a', 'few', 'of', 'the', 'specific', 'examples', 'cited', 'years', 'ago', 'are', 'no', 'longer', 'relevant', 'today', 'but', 'the', 'basic', 'lessons', 'are', 'absolutely', 'and', 'permanently', 'valid', 'and', 'need', 'more', 'than', 'ever', 'to', 'be', 'understood', 'by', 'at', 'least', 'a', 'majority', 'of', 'the', 'voting', 'publicthe', 'sad', 'fact', 'is', 'that', 'americans', 'can', 'go', 'through', 'the', 'entire', 'public', 'school', 'system', 'and', 'higher', 'education', 'without', 'learning', 'the', 'first', 'thing', 'about', 'economic', 'science', 'while', 'getting', 'bombarded', 'with', 'selfserving', 'economic', 'propaganda']","['sure', 'specific', 'examples', 'cited', 'years', 'ago', 'longer', 'relevant', 'today', 'basic', 'lessons', 'absolutely', 'permanently', 'valid', 'need', 'ever', 'understood', 'least', 'majority', 'voting', 'publicthe', 'sad', 'fact', 'americans', 'go', 'entire', 'public', 'school', 'system', 'higher', 'education', 'without', 'learning', 'first', 'thing', 'economic', 'science', 'getting', 'bombarded', 'selfserving', 'economic', 'propaganda']","['sure', 'specif', 'exampl', 'cite', 'year', 'ago', 'longer', 'relev', 'today', 'basic', 'lesson', 'absolut', 'perman', 'valid', 'need', 'ever', 'understood', 'least', 'major', 'vote', 'publicth', 'sad', 'fact', 'american', 'go', 'entir', 'public', 'school', 'system', 'higher', 'educ', 'without', 'learn', 'first', 'thing', 'econom', 'scienc', 'get', 'bombard', 'selfserv', 'econom', 'propaganda']","['sure', 'specific', 'example', 'cited', 'year', 'ago', 'longer', 'relevant', 'today', 'basic', 'lesson', 'absolutely', 'permanently', 'valid', 'need', 'ever', 'understood', 'least', 'majority', 'voting', 'publicthe', 'sad', 'fact', 'american', 'go', 'entire', 'public', 'school', 'system', 'higher', 'education', 'without', 'learning', 'first', 'thing', 'economic', 'science', 'getting', 'bombarded', 'selfserving', 'economic', 'propaganda']"
